Rank,Player,Position,School,Class,Photo_Url,Pick,Slot Value,Adjusted Slot Bonus
365,Ryne Farber,SS,Auburn,C,https://pbs.twimg.com/media/Gu0goclWoAAGwWg.jpg:large,,,"$150,000"
366,Adrian Lopez,SS,Southern California,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fusctrojans.com%2Fimages%2F2025%2F2%2F3%2FLopez__Adrian.jpg&width=180&height=270&type=webp,,,"$150,000"
367,Hayes Holton,RHP,Loranger,H,https://pbs.twimg.com/profile_images/1820620117329203200/iuVfHdp3_400x400.jpg,,,"$400,000"
368,Chandler Hart,LHP,Allen,H,"https://img.mlbstatic.com/opprops-images/image/upload/ar_1:1,g_auto,c_fill,w_1024/opprops/bnchz34zhkegwmcjgogh.jpg",,,"$400,000"
369,Cameron Jackson,SS,Georgia Premier Academy,H,https://pbs.twimg.com/profile_images/1535995748461993985/xQ3EmVey_400x400.jpg,,,"$400,000"
370,Manny Marin,SS,Tennessee,C,https://utsports.com/images/2025/2/6/494437_20241009_BB_Headshot_KL_017.jpg,,,"$150,000"
371,Chase Krewson,OF,Rutgers,C,https://pbs.twimg.com/profile_images/1946965512576995328/Nae_g0Wf_400x400.jpg,,,"$150,000"
372,Robbie Lavey,C/OF,George Washington,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fgwsports.com%2Fimages%2F2023%2F9%2F1%2FRobbie_ioMxc.jpg&width=180&height=270&type=webp,,,"$150,000"
373,Brandon Arvidson,LHP,Tennessee,C,"https://img.mlbstatic.com/mlb-images/image/upload/ar_16:9,g_auto,q_auto:good,w_1024,c_fill,f_jpg/mlb/y9uuorve5zakobpotfah",,,"$150,000"
374,Jaxon Jelkin,RHP,Kentucky,C,https://pbs.twimg.com/media/G2gtFGgWcAANCGT?format=jpg&name=medium,,,"$150,000"
375,Gavin King,RHP,Middle Tennessee State,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fmtsu.sidearmsports.com%2Fimages%2F2025%2F11%2F20%2FKing__Gavin_-_Web.jpg&width=180&height=270&type=webp,,,"$150,000"
376,Dax Hardcastle,RHP/OF,St. Mary's,H,"https://image.maxpreps.io/rosters/b231ef20-6494-421f-b3a0-9ccbb82d678f/1/0/8/108319cc-d204-4af3-ab75-01f45171587a/original.jpg?version=638751646943309969&width=1024&crop=1:1,smart",,,"$400,000"
377,Alex Sosa,C,Miami,C,https://pbs.twimg.com/profile_images/1938293705107988480/vZToTzm-_400x400.jpg,,,"$150,000"
378,Madden Tatum,3B/RHP,Valley View,H,https://media.hometeamsonline.com/photos/baseball/VALLEYVIEWBASEBALL/player1661272323015.jpg,,,"$400,000"
379,Graham Charboneau,OF,Kingwood,H,https://pbs.twimg.com/profile_images/1553392565323501568/gTVTZWPF_400x400.jpg,,,"$400,000"
380,Cashel Dugger,C,UCLA,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fuclabruins.com%2Fimages%2F2024%2F12%2F10%2FDugger_Cashel01.png&width=180&height=270&type=webp,,,"$150,000"
381,Elijah Ickes,SS,Hawaii,C,https://hawaiiathletics.com/images/2024/12/10/Ickes__Elijah24_3650_QK0xz.JPG,,,"$150,000"
382,Mark Quatrani,C,Notre Dame,C,https://pbs.twimg.com/profile_images/1435277773703159816/vypRO06s_400x400.jpg,,,"$150,000"
383,Ryan Cooney ,SS,Oregon,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fuoregon.sidearmsports.com%2Fimages%2F2025%2F1%2F30%2FCooney__Ryan.JPG&width=180&height=270&type=webp,,,"$150,000"
384,Joey McMannis,RHP,Oklahoma,C,https://umterps.com/images/2024/10/2/21_Joey_McMannis.jpg,,,"$150,000"
385,Aidan Teel,OF/RHP,Mississippi State,C,"https://on3static.com/cdn-cgi/image/height=215,width=393,quality=90,fit=cover,gravity=0.5x0.5/uploads/dev/assets/cms/2025/07/10103839/andrew-raymond.jpg",,,"$150,000"
386,David Hinojosa,RHP,Poly Prep,H,https://pbr-affd.kxcdn.com/passets/photo/NY/5396824170-IMG_1618.jpeg,,,"$400,000"
387,Alika Ahu,SS,University Laboratory School,H,https://www.fieldlevel.com/webapi/v2/LegacyImages/Headshot?Username=alika.ahu&Width=200,,,"$400,000"
388,Hudson Barrett,LHP,Oklahoma State,C,,,,"$150,000"
389,Sammy Swank,RHP,McCutcheon,H,"https://www.jconline.com/gcdn/authoring/authoring-images/2024/04/18/PLAI/73364525007-mc-cutcheon-harrison-bb-041724-am-00187.jpg?crop=2420,1361,x0,y60&width=2420&height=1361&format=pjpg&auto=webp",,,"$400,000"
390,Ivan Sabater,RHP,West Broward,H,https://pbs.twimg.com/profile_images/1818865116722376704/69j-hZjZ_400x400.jpg,,,"$400,000"
391,Matthew Jenkins,RHP,Florida,C,https://d2b5htfb6s9xp9.cloudfront.net/images/2025/1/6/Jenkins_Matthew.jpg?width=300,,,"$150,000"
392,Ryan Zuckerman,3B/1B,Georgia Tech,C,https://pbs.twimg.com/media/Gssv3puXUAA-nRP?format=png&name=small,,,"$150,000"
393,Griiffin Stieg,RHP,Virginia Tech,C,https://pbs.twimg.com/profile_images/1033544895506591744/9YGZnA2M_400x400.jpg,,,"$150,000"
394,Logan Corley,1B/LHP,Lovejoy,H,https://pbs.twimg.com/profile_images/1631881437472333824/YaVE_ypp_400x400.jpg,,,"$400,000"
395,Kevin Milewski,C,Mississippi State,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fmsstate.sidearmsports.com%2Fimages%2F2025%2F8%2F26%2FMilewski_Kevin_20250826_BB_Headshots_HW_0047.JPG&width=180&height=270&type=webp,,,"$150,000"
396,Kahanu Martinez,SS,Saint Louis School,H,https://www.staradvertiser.com/wp-content/uploads/2025/07/web1_3B-Kahanu-Martinez--Saint-Louis-.jpg,,,"$400,000"
397,Aiden Robertson,RHP,Virginia Tech,C,https://thunder1320.com/wp-content/uploads/2023/04/340910107_3544399405789733_8085114172175844162_n.jpg,,,"$150,000"
398,Luke Guth,RHP,Vanderbilt,C,https://bloximages.newyork1.vip.townnews.com/thederrick.com/content/tncms/assets/v3/editorial/f/fb/ffb35efa-f7a6-11ee-b10e-ff1073d881a3/661743e83d4d0.image.jpg?resize=350%2C500,,,"$150,000"
399,Ethan Thomas,RHP,TCU,C,https://pbs.twimg.com/profile_images/1932543139094671361/ItFQlQYU_400x400.jpg,,,"$150,000"
400,Bubba Coleman,SS,Cherokee Bluff,H,https://i0.wp.com/cherokeebluffbaseball.com/wp-content/uploads/2024/02/20-Bubba-Coleman.jpg?fit=1200%2C1200&ssl=1,,,"$400,000"
401,Judson Dowell,OF,Houston Lamar,H,https://pbs.twimg.com/media/FNwurWsX0AE-LkR.jpg,,,"$400,000"
402,Will Plunkett,3B,Mamaroneck,H,https://pbs.twimg.com/profile_images/1624954654642561030/LUdt30qK_400x400.jpg,,,"$400,000"
403,Hudson Alpert,RHP,Regis Jesuit,H,https://odstcoreprodncus01.blob.core.windows.net/profile/690274/20241015035725_cff328d8-8492-40f8-92be-1be99928c1b5.jpg,,,"$400,000"
404,Jonathan Mendez,SS,UC Santa Barbara,C,https://ucsbgauchos.com/images/2024/12/22/Jonathan_Mendez_Baseball_Headshot_2025_0003_L4QKY.jpg,,,"$150,000"
405,Jake Jackson,OF,San Diego State,C,https://goaztecs.com/imgproxy/9JMFT4glMQIDaR2HGpMQyN5lVJ4gcEploKoO4VmL80o/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Nkc3UtcHJvZC8yMDI0LzA2LzE5L3BESFNIdGtFMWhsMTd2MUZFR00zcEJITG5PMjVpb2djRUo5VWdQN2suanBn.jpg,,,"$150,000"
406,Coleman Mizell,OF,Alabama,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Frolltide.com%2Fimages%2F2025%2F1%2F16%2FMizell__Coleman.jpg&width=180&height=270&type=webp,,,"$150,000"
407,Jaxon Grossman,RHP,Oklahoma,C,https://media.mauinow.com/file/mauinow/2025/06/Screenshot-2025-06-16-at-7.47.06AM-1024x835.png,,,"$150,000"
408,Weston Moss,RHP,Texas A&M,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Ftamu.sidearmsports.com%2Fimages%2F2024%2F1%2F24%2FMoss__Weston_sn0zd.jpg&width=180&height=270&type=webp,,,"$150,000"
409,Gannon Grant,RHP,Center Grove,H,https://image.maxpreps.io/careers/1/c/5/1c55d417-2ff6-ec11-80d3-0a9bf6d97784/thumbnail.jpg?version=638858472859022227,,,"$400,000"
410,Connor Langdon,LHP,Perry,H,https://pbs.twimg.com/media/GR4cGGXXQAAMG0w?format=jpg&name=large,,,"$400,000"
411,Daniel Kellis,RHP,Radnor,H,https://www.delcotimes.com/wp-content/uploads/2025/04/DTD-L-RADNORPENNCREST-0417-3-1.jpg?w=401,,,"$400,000"
412,Cade Allen,RHP,South Gibson County,H,"https://www.jacksonsun.com/gcdn/authoring/authoring-images/2024/04/02/PJAT/73179918007-south-gibsonvs-obion-county-baseball-0010.jpg?crop=4572,2572,x0,y0&width=3200&height=1801&format=pjpg&auto=webp",,,"$400,000"
413,Armani Guzman,OF,West Virginia,C,https://cdn.d1baseball.com/uploads/2025/10/19220204/Armani-Guzman.jpeg,,,"$150,000"
414,Jayce Tharnish,OF,Kentucky,C,https://pbs.twimg.com/media/G2xt5l9WAAIstK0.jpg,,,"$150,000"
415,Matt Bucciero,OF,Fairfield,C,https://fairfieldstags.com/images/2025/4/29/DSC05881.jpg?width=300,,,"$150,000"
416,Deacon Nelson,SS,University School,H,https://pbs.twimg.com/media/GvXQeGBWIAAABNf?format=jpg&name=large,,,"$400,000"
417,James Guyette,RHP,Kansas State,C,https://images.sidearmdev.com/resize?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fkstate.sidearmsports.com%2Fimages%2F2025%2F2%2F27%2F20250222_EK_BSB_U-M_040_RXuTj.JPEG&height=300&type=webp,,,"$150,000"
418,Cam Johnson,LHP,Oklahoma,C,https://pbs.twimg.com/profile_images/1902887772391608320/QEXpuNdw_400x400.jpg,,,"$150,000"
419,Tucker Thompson,LHP,Gardner-Edgerton,H,https://pbs.twimg.com/profile_images/1819460634209034240/VANe7kHZ_400x400.jpg,,,"$400,000"
420,Max Hartman,OF,Washington State,C,https://dailyevergreen.com/wp-content/uploads/2024/03/0I4A6883-1200x800.jpg,,,"$150,000"
421,Dean West,OF,UCLA,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fuclabruins.com%2Fimages%2F2024%2F12%2F10%2FWest_Dean01_QHn8v.png&width=180&height=270&type=webp,,,"$150,000"
422,Isaiah Lane,SS,San Diego,C,https://usdtoreros.com/images/2024/12/10/Isaiah_Lane.png,,,"$150,000"
423,Ayden Deome,3B,Westpark,H,https://image.maxpreps.io/careers/e/8/9/e8938740-bef3-49d0-afad-b2c6193d6be4/thumbnail.jpg?version=638828767293375977,,,"$400,000"
424,Jordy Oriach,OF,Georgia,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fgeorgiadogs.com%2Fimages%2F2025%2F8%2F19%2FOriach__Jordy.JPG&width=180&height=270&type=webp,,,"$150,000"
425,John Lindsey III,1B,Petal,H,https://09d1d85a2275582e9dad-7b3e649a230e2ba2cff912d8af17e0b5.ssl.cf1.rackcdn.com/10158646.jpeg,,,"$400,000"
426,Lincoln Boyle,OF,St. Thomas Aquinas,H,https://pbs.twimg.com/profile_images/1825712083599544320/W8upPGiY.jpg,,,"$400,000"
427,Henkel Acevedo,OF,P27 Academy,H,https://pbs.twimg.com/media/G0BpWMXXoAAdSL2?format=jpg&name=large,,,"$400,000"
428,Reiston Durham,SS,Dacula,H,https://pbs.twimg.com/profile_images/1942762958318145536/eTgINvfP_400x400.jpg,,,"$400,000"
429,Hudson DeVaughan,RHP,Mooresville,H,"https://www.indystar.com/gcdn/authoring/authoring-images/2025/03/21/PIND/82598517007-2025-baseball-super-team-gs-0009.JPG?crop=2666,1999,x0,y0",,,"$400,000"
430,Andruw Giles,OF,Basic,H,https://pbs.twimg.com/profile_images/1942046335462440960/VoL-tgrw_400x400.jpg,,,"$400,000"
431,Carson May,C,Olathe East,H,https://pbs.twimg.com/media/Gw81p6bWMAAJQeE?format=jpg&name=large,,,"$400,000"
432,Scott Campbell,OF,Kentucky,C,https://storage.googleapis.com/ukathletics-com/2025/08/amt-231db5ec0c97477e685d6510f32b8a22b3751825-3be3403c-2025scott_campbell_02cb.jpg,,,"$150,000"
433,Julian Sabourin,RHP,Bishop Tonnos Catholic,H,https://images.squarespace-cdn.com/content/v1/54f9f8eee4b0cfcc918a27eb/3f327e7d-e37a-44d6-b4fa-b30674b612ea/Julian+Sabourin+HS+Pitching.jpg,,,"$400,000"
434,Luke Harrison,LHP,Texas,C,https://pbs.twimg.com/profile_images/1908183332883398656/lAJNoFOk_400x400.jpg,,,"$150,000"
435,Cooper Moore,RHP,LSU,C,"https://images2.minutemediacdn.com/image/upload/c_crop,w_1236,h_695,x_0,y_513/c_fill,w_720,ar_16:9,f_auto,q_auto,g_auto/images/voltaxMediaLibrary/mmsport/lsu_country/01jzxc7r5wrf8fbjm9eb.jpg",,,"$150,000"
436,KJ Scobey,3B/SS,South Carolina,C,https://gamecocksonline.com/imgproxy/DJOc2xpmpls-CTDtmaXa91ixZSKIcKG5vsUbv_SFRm4/fit/564/832/ce/0/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dhbWVjb2Nrc29ubGluZS1jb20vMjAyNC8xMS8wZGYxYzRiMS1zY29iZXkta2ouanBn.png,,,"$150,000"
437,Ethan Offing,OF/SS,Dutch Fork,H,https://09d1d85a2275582e9dad-7b3e649a230e2ba2cff912d8af17e0b5.ssl.cf1.rackcdn.com/9988506.jpeg,,,"$400,000"
438,Matthew Kelley,SS/OF,Basic,H,https://pbs.twimg.com/media/F2PVyU5WgAAtMzD?format=jpg&name=large,,,"$400,000"
439,Kaleb Traylor,3B,TNXL Academy,H,https://pbs.twimg.com/profile_images/1794106381340942337/P-ZpdyIq_400x400.jpg,,,"$400,000"
440,Wyatt Clatur,RHP,Nolensville,H,https://cdn2-sr-application.sportsrecruits.com/images/baseballrecruits/2024/7/b4a2ef192e04055812a895e4b5805b33.jpg,,,"$400,000"
441,Kent Schmidt,1B,Georgia Tech,C,https://ramblinwreck.com/imgproxy/qb309BigMh-NUyR_mSo3f7qBPNGPEL3CT9uaen6bgwM/fit/2500/2500/ce/0/aHR0cHM6Ly9yYW1ibGlud3JlY2suY29tL3dwLWNvbnRlbnQvdXBsb2Fkcy8yMDI0LzExL0tlbnQtU2NobWlkdC1IUy5qcGc.jpg,,,"$150,000"
442,Sterling Coaxum,OF,Hanahan High,H,https://pbs.twimg.com/profile_images/1710127992863653888/XlswXJWB_400x400.jpg,,,"$400,000"
443,Landon Church,2B/OF,West Forsythe,H,https://pbs.twimg.com/media/GsE6IPQWwAAPzWj?format=jpg&name=large,,,"$400,000"
444,Michael Catalano,RHP,Oklahoma,C,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1DqnOK.img?w=768&h=432&m=6&x=441&y=85&s=76&d=76,,,"$150,000"
445,Will Adams,1B/LHP,Hoover,H,https://hooversun.com/downloads/38981/download/TCI24493.jpg?cb=aa7261202eee5527f6fe87dbcbd4ecfd&w=3000,,,"$400,000"
446,Johnson DuBose,SS,IMG Academy,H,https://pbs.twimg.com/amplify_video_thumb/1907830595138265088/img/b1qBA4DbfHhJQZIt?format=jpg&name=large,,,"$400,000"
447,Noah Danza,OF,Clearview,H,"https://on3static.com/cdn-cgi/image/height=417,width=795,quality=90,fit=cover,gravity=0.5x0.5/uploads/dev/assets/cms/2025/06/15193328/noah-danza2.jpg",,,"$400,000"
448,Yodelkis Quevedo,3B,Mater Academy,H,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnYosUV68A910iwen8nTM4OlQqGcxedoYUyA&s,,,"$400,000"
449,Luke Tucker,SS/3B,Krum,H,https://09d1d85a2275582e9dad-7b3e649a230e2ba2cff912d8af17e0b5.ssl.cf1.rackcdn.com/8129308.jpeg,,,"$400,000"
450,Brady Abate,OF,Malvern Prep,H,https://pbs.twimg.com/profile_images/1699628022855356416/nZWjJnYc_400x400.jpg,,,"$400,000"
451,Brady Murrietta,C,Orange Lutheran,H,"https://img.mlbstatic.com/opprops-images/image/upload/ar_1:1,g_auto,c_fill,w_1024/opprops/xgsxxi0xoqssfedhazfm.jpg",,,"$400,000"
452,Jake Bechtel,OF,UNC Wilmington,C,https://pbs.twimg.com/profile_images/1932292249930326016/StoZGRc6_400x400.jpg,,,"$150,000"
453,Phoenix Call,OF,UCLA,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fuclabruins.com%2Fimages%2F2024%2F12%2F10%2FCall_Phoenix01.png&width=180&height=270&type=webp,,,"$150,000"
454,Harrison Didawick,OF,Virginia,C,"https://img.mlbstatic.com/mlb-images/image/upload/ar_16:9,g_auto,q_auto:good,w_1536,c_fill,f_jpg/mlb/n13gneeu20ll6ken5gil",,,"$150,000"
455,Tyler Kapa,RHP,Virginia,C,https://pbs.twimg.com/profile_images/1805615253197094912/jS4wI7gc_400x400.jpg,,,"$150,000"
456,Kaden Powell,OF,Beech Senior,H,https://www.tennessean.com/gcdn/authoring/authoring-images/2024/05/17/PNAS/73726958007-nas-beech-vs-lincoln-county-baseball-03.JPG?width=1733&height=1187&fit=crop&format=pjpg&auto=webp,,,"$400,000"
457,Ethan Wheeler,RHP,Trinity Christian Academy,H,https://image.maxpreps.io/careers/8/1/6/81613138-62a6-4d68-90a9-148e6d6753ba/thumbnail.jpg?version=638833524217298713,,,"$400,000"
458,Gavyn Jones,LHP,Oklahoma,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fsoonersports.com%2Fimages%2F2024%2F8%2F28%2FBB_Headshots_Gavyn_Jones_OUA06711.JPG&width=180&height=270&type=webp,,,"$150,000"
459,Haiden Leffew,LHP,Texas,C,https://pbs.twimg.com/media/GziEQ5rWEAEtveq?format=jpg&name=4096x4096,,,"$150,000"
460,Ashton Larson,OF,Texas,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Ftexassports_com%2Fimages%2F2025%2F8%2F26%2FLarson_Ashton_Cropped_Headshot-2026_OUa0M.jpg&width=180&height=270&type=webp,,,"$150,000"
461,Dylan Vigue,RHP,Georgia,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fgeorgiadogs.com%2Fimages%2F2025%2F8%2F19%2FVigue__Dylan.JPG&width=180&height=270&type=webp,,,"$150,000"
462,Colby Turner,3B,Michigan,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fmgoblue.com%2Fimages%2F2024%2F11%2F21%2F20241121-bsb-turner.jpg&width=180&height=270&type=webp,,,"$150,000"
463,Marcus Greis,3B/RHP,JSerra Catholic,H,https://oluathletics.org/images/2025/2/3/Marcus_Greis_36_9W2py.JPG,,,"$400,000"
464,Burke-Lee Mabeus,C,Oregon,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fuoregon.sidearmsports.com%2Fimages%2F2025%2F1%2F30%2FMabeus__Burke-Lee.JPG&width=180&height=270&type=webp,,,"$150,000"
465,Carson Moser,RHP,Saratoga Central Catholic,H,https://s.hdnux.com/photos/01/50/46/14/27419421/3/1920x0.jpg,,,"$400,000"
466,Max Stagg,OF,UC Santa Barbara,C,https://pbs.twimg.com/profile_images/1910535760945831936/xWAyBkq4_400x400.jpg,,,"$150,000"
467,Matthew Heiberger,LHP,Alabama,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Frolltide.com%2Fimages%2F2025%2F1%2F16%2FHeiberger__Matthew.jpg&width=180&height=270&type=webp,,,"$150,000"
468,Luke Labbe,C/SS,Bartram Trail,H,https://pbs.twimg.com/media/GXuxInFXgAE21Hm?format=jpg&name=large,,,"$400,000"
469,JP Robertson,RHP,Ole Miss,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Folemisssports.com%2Fimages%2F2025%2F1%2F30%2FRobertson__JP_2025_CHS.jpg&width=180&height=270&type=webp,,,"$150,000"
470,DJ Delaney,OF,St. Ignatius,H,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6YZOP2S84EZy1oSJ8oOiiqiV-iqfQgeqUjw&s,,,"$400,000"
471,Christian Olivares,C/3B,London,H,https://pbs.twimg.com/profile_images/1830045678648602624/OF7IMenJ_400x400.jpg,,,"$400,000"
472,Jack Arcamone,C,Georgia,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Fgeorgiadogs.com%2Fimages%2F2025%2F8%2F19%2FArcamone__Jack.JPG&width=180&height=270&type=webp,,,"$150,000"
473,Leamsi Montanez,C,Miami-Dade College,C,https://pbs.twimg.com/profile_images/1901355888851423232/PeXbzITi_400x400.jpg,,,"$150,000"
474,John Abraham,RHP,Florida State,C,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Ffsuni.sidearmsports.com%2Fimages%2F2024%2F9%2F2%2FAbraham__John.JPG&width=180&height=270&type=webp,,,"$150,000"
475,Alex Hoffman,RHP,Charlotte Catholic,H,"https://image.maxpreps.io/rosters/b231ef20-6494-421f-b3a0-9ccbb82d678f/5/c/a/5ca11dab-006c-4560-b411-88808588efc8/original.jpg?version=638720296698543930&width=1024&crop=1:1,smart",,,"$400,000"
476,Brady Hamilton,RHP,Wichita State,C,https://pbs.twimg.com/profile_images/1845318372910620691/-A1CQlSH_400x400.jpg,,,"$150,000"
477,Elijah Williams,LHP,Community Christian,H,https://communitychristianathletics.org/wp-content/uploads/sites/104/2025/01/Screenshot-2025-01-09-at-2.49.21%E2%80%AFPM-e1736455834365.png,,,"$400,000"
478,Blade Carver,C/OF,East Carolina,C,https://09d1d85a2275582e9dad-7b3e649a230e2ba2cff912d8af17e0b5.ssl.cf1.rackcdn.com/4346122.jpeg,,,"$150,000"
479,Francisco Rivero,C,Canyon del Oro,H,"https://substackcdn.com/image/fetch/$s_!RubK!,f_auto,q_auto:good,fl_progressive:steep/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F4380c564-7bc1-46a1-bcca-db78ed91e279_613x641.jpeg",,,"$400,000"
480,Sam Harris,1B/OF,Virginia,C,https://virginiasports.com/imgproxy/aBr8IV1VdoZpkVWaPDk331bbHlCaXgYoMnhMS9iTD4k/fit/600/800/ce/0/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3Zpcmdpbmlhc3BvcnRzLWNvbS8yMDI1LzA5L1NhbS1IYXJyaXNfMjAyNTA5MDJfQlNCX0hlYWRzaG90X09NXzAwNjMuanBn.jpg,,,"$150,000"
481,Collin Bland,1B,Houston,H,"https://image.maxpreps.io/rosters/b231ef20-6494-421f-b3a0-9ccbb82d678f/e/a/5/ea521b42-f072-4463-b168-16297fd88102/original.jpg?version=638820803016461931&width=1024&crop=1:1,smart",,,"$400,000"
482,Treydric Barnes,OF,Taylorsville,H,https://pbs.twimg.com/profile_images/1879727390995210240/edLlJ_GJ_400x400.jpg,,,"$400,000"
483,Bryce Krenek,LHP,Taylorsville,H,https://pbs.twimg.com/media/FvPWw5FWYAEk37e?format=jpg&name=large,,,"$400,000"
484,Joey Lawson,RHP,Bishop Verot,H,https://pbs.twimg.com/profile_images/1821281749437120512/zaQor7fL_200x200.jpg,,,"$400,000"
485,Tristan Lange,RHP,North Cross,H,https://bloximages.newyork1.vip.townnews.com/roanoke.com/content/tncms/assets/v3/editorial/7/02/7022aa39-c4a5-4c5a-a4ee-f1356bf683a1/68027022920e6.image.jpg?resize=1200%2C876,,,"$400,000"
486,Evan Dempsey,RHP,Florida Gulf Coast,C,https://fgcuathletics.com/images/2024/10/3/Evan_Dempsey.JPG,,,"$150,000"
487,Rob Czarniecki,OF,Chesterton,H,https://chssandscript.com/wp-content/uploads/2024/09/IMG_5427-960x1200.png,,,"$400,000"
488,Keller Bradley,RHP,Pennsbury,H,"https://www.phillyburbs.com/gcdn/authoring/authoring-images/2025/05/21/NBCC/83773533007-keller-bradley.jpg?crop=474,631,x0,y0",,,"$400,000"
489,Jack Schuman,SS/OF,Baylor,H,https://pbs.twimg.com/profile_images/1938380559555637248/SxirtqJU_400x400.jpg,,,"$400,000"
490,Juriel Collazo,OF,Carlos Beltran Baseball Academy,H,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7PsvP1REBbkYg76ZHkxqQrc5aJGUlgLVfZA&s,,,"$400,000"
491,Dylan Cupp,SS,Dallas Baptist,C,"https://img.mlbstatic.com/opprops-images/image/upload/ar_1:1,g_auto,c_fill,w_1024/opprops/lwo6qgpgn8dliz78x2ya.jpg",,,"$150,000"
492,Tyler Myatt,3B,Tennessee,C,https://pbs.twimg.com/media/GsQewEwW8AAgapA.jpg,,,"$150,000"
493,Tate Troxell,RHP,Guerin Catholic,H,https://pbs.twimg.com/profile_images/1934797998980239361/3fKnkLHh_400x400.jpg,,,"$400,000"
494,Barrett Bucholz,C/OF,Atlee,H,https://bloximages.newyork1.vip.townnews.com/richmond.com/content/tncms/assets/v3/editorial/7/30/730fbd78-e019-4c38-9ec2-3f7280e24a9b/67e5fd7ecc8e0.image.jpg?resize=1200%2C800,,,"$400,000"
495,Miller Green,LHP,Vanderbilt,C,"https://www.tennessean.com/gcdn/authoring/authoring-images/2024/05/23/NTTN/73811131007-tus-sec-tennessee-vanderbilt-gc-2282.jpg?crop=3958,2228,x0,y32&width=3200&height=1802&format=pjpg&auto=webp",,,"$150,000"
496,Dylan Fairchild,SS,Detroit Catholic Central,H,https://pbs.twimg.com/profile_images/1820157365754179584/NGo3H-Ab_400x400.jpg,,,"$400,000"
497,Brandon Lorenzo,SS,Mater Academy,H,https://miamidadehighschoolbaseball.com/wp-content/plugins/team-admin/uploads/thumb/brandon-lorenzo-3207.jpg,,,"$400,000"
498,Mason Bixby,RHP,Oklahoma,C,https://gofrogs.com/images/2024/10/30/Mason_Bixby_Headshot.png,,,"$150,000"
499,James Smith IV,OF/RHP,Memphis,C,https://gotigersgo.com/images/2024/10/1/Smith_James.jpg,,,"$150,000"
